keyspace	worload	threads	searchRestart-castle	searchRestart-icdcn	searchRestart-ppop	searchRestart-citrus	searchRestart-howley	insertRestart-castle	insertRestart-icdcn	insertRestart-ppop	insertRestart-citrus	insertRestart-howley	deleteRestart-castle	deleteRestart-icdcn	deleteRestart-ppop	deleteRestart-citrus	deleteRestart-howley	SearchTime-castle	SearchTime-icdcn	SearchTime-ppop	SearchTime-citrus	SearchTime-howley	InsertTime-castle	InsertTime-icdcn	InsertTime-ppop	InsertTime-citrus	InsertTime-howley	DeleteTime-castle	DeleteTime-icdcn	DeleteTime-ppop	DeleteTime-citrus	DeleteTime-howley	AvgSeeLength-castle	AvgSeeLength-icdcn	AvgSeeLength-ppop	AvgSeeLength-citrus	AvgSeeLength-howley	InitialTreeHt-castle	InitialTreeHt-icdcn	InitialTreeHt-ppop	InitialTreeHt-citrus	InitialTreeHt-howley	FinalTreeHt-castle	FinalTreeHt-icdcn	FinalTreeHt-ppop	FinalTreeHt-citrus	FinalTreeHt-howley	SeeTime-castle	SeeTime-icdcn	SeeTime-ppop	SeeTime-citrus	SeeTime-howley	Mops-castle	Mops-icdcn	Mops-ppop	Mops-citrus	Mops-howley	LLCloadMiss-castle	LLCloadMiss-icdcn	LLCloadMiss-ppop	LLCloadMiss-citrus	LLCloadMiss-howley	LLCstoreMiss-castle	LLCstoreMiss-icdcn	LLCstoreMiss-ppop	LLCstoreMiss-citrus	LLCstoreMiss-howley	MopsRelative-castle	MopsRelative-icdcn	MopsRelative-ppop	MopsRelative-citrus	MopsRelative-howley
200000	0-50-50	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	0.65	0.72	0.68	0.83	0.74	0.72	0.86	0.7	1.08	0.84	20.25	20.29	20.94	20.85	20.33	40.2	40.2	38.8	42.2	40.2	36.2	36.2	37.6	38.2	37	0.51	0.57	0.53	0.62	0.55	2.54	2.21	2.5	1.88	2.2	9.27	13.94	8.94	14.44	5.74	9.27	70.28	56.66	65.93	63.08	1.15	1	1.14	0.85	1
200000	0-50-50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	0.84	0.93	0.88	1.18	0.93	0.93	1.13	0.9	1.53	1.06	20.21	20.2	20.91	20.76	20.22	40.2	40.2	38.8	42.2	40.2	41	38.4	38.2	39.2	38	0.67	0.77	0.7	0.89	0.71	4.05	3.52	4.03	2.66	3.62	14.96	23.44	14.16	26.35	9.22	14.96	73.98	61.74	74.7	67.62	1.12	0.97	1.11	0.73	1
200000	0-50-50	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	0.86	0.94	0.89	1.26	0.95	0.96	1.14	0.91	1.71	1.09	20.2	20.17	20.87	20.74	20.14	40.2	40.2	38.8	42.2	40.2	51.8	51.6	37.6	46.6	50.4	0.7	0.77	0.71	0.96	0.74	7.91	7.02	8	4.82	7.05	13.96	23.47	13.97	30.99	8.81	13.96	70.86	59.25	72.7	65.43	1.12	1	1.13	0.68	1
200000	0-50-50	16	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	0.87	0.92	0.88	1.44	0.96	0.97	1.11	0.9	2.2	1.1	20.21	20.16	20.82	20.64	20.19	40.2	40.2	38.8	42.2	40.2	71.2	68.8	36.8	56	65.6	0.7	0.75	0.7	1.1	0.75	15.68	14.27	16.17	7.8	13.94	12.4	22.36	13.14	34.01	8.05	12.4	67.67	56.53	66.28	62.89	1.12	1.02	1.16	0.56	1
200000	0-50-50	32	0	0	0	0	0.02	0.01	0	0.01	0.01	0.01	0.11	0.01	0	0.01	0	nan	nan	nan	nan	nan	0.92	0.97	0.94	2.08	1.06	1.01	1.18	0.94	4.58	1.19	20.51	20.48	20.79	20.68	20.4	40.2	40.2	38.8	42.2	40.2	96.8	93.6	37.6	58.2	84.6	0.75	0.79	0.73	1.55	0.8	29.99	27.07	30.65	8.71	25.8	12.12	23.13	13.53	33.61	8.02	12.12	67.2	56.04	62.61	62.17	1.16	1.05	1.19	0.34	1
1000000	0-50-50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	0.6	0.73	0.8	0.94	0.85	0.62	0.77	0.78	0.96	0.88	23.91	23.94	24.41	24.48	23.97	47.8	47.8	45.2	49.8	47.8	43.6	43.8	45.4	45.4	43.4	0.5	0.62	0.68	0.79	0.7	1.41	1.17	1.12	0.95	1.02	7.48	4.24	15.23	14.11	16.89	7.48	46.4	44.33	51.53	57.19	1.38	1.15	1.1	0.93	1
1000000	0-50-50	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	0.79	0.92	1.01	1.24	1.11	0.87	1.07	1.01	1.5	1.2	23.83	23.86	24.36	24.41	23.89	47.8	47.8	45.2	49.8	47.8	43.2	43.4	45.6	45	43.4	0.65	0.77	0.86	1.03	0.94	2.14	1.82	1.79	1.35	1.58	10.91	8.82	14.86	15.35	17.55	10.91	68.42	50.93	60.64	56.04	1.35	1.15	1.13	0.85	1
1000000	0-50-50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	0.96	1.12	1.14	1.5	1.26	1.05	1.31	1.16	1.88	1.41	23.74	23.78	24.3	24.33	23.79	47.8	47.8	45.2	49.8	47.8	44.2	42.6	44.2	44.6	42.2	0.79	0.95	0.97	1.22	1.08	3.61	3.03	3.18	2.17	2.75	13.54	12.82	15.08	18.79	18.05	13.54	72.75	58.46	72.23	63.09	1.31	1.1	1.16	0.79	1
1000000	0-50-50	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	0.98	1.12	1.17	1.57	1.32	1.08	1.31	1.19	2.04	1.46	23.62	23.64	24.24	24.22	23.67	47.8	47.8	45.2	49.8	47.8	42	42.2	44.4	44.2	42.2	0.81	0.95	0.99	1.27	1.13	7.09	6.05	6.24	4.03	5.31	13.26	12.9	15.06	21.91	18.35	13.26	69.99	56.51	71.37	61	1.34	1.14	1.18	0.76	1
1000000	0-50-50	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	0.99	1.1	1.18	1.7	1.37	1.09	1.3	1.19	2.4	1.5	23.51	23.53	24.18	24.13	23.55	47.8	47.8	45.2	49.8	47.8	42.4	43	44	43.8	41.6	0.83	0.93	1.01	1.38	1.17	13.95	12.26	12.42	7.05	10.34	12.8	12.62	15.44	24.96	18.64	12.8	67.49	54.39	67.45	59.28	1.35	1.19	1.2	0.68	1
1000000	0-50-50	32	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	nan	nan	nan	nan	nan	1.03	1.13	1.24	2.2	1.45	1.14	1.33	1.24	4.23	1.58	23.4	23.41	24.14	24.08	23.46	47.8	47.8	45.2	49.8	47.8	47.6	44.8	43.6	44.4	43.6	0.87	0.95	1.05	1.74	1.24	26.9	23.94	23.76	9.06	19.61	12.49	13.04	15.58	27.01	18.62	12.49	67.35	53.77	63.54	58.16	1.37	1.22	1.21	0.46	1
2000000	0-50-50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	0.78	0.94	1.07	1.18	1.12	0.81	0.99	1.06	1.21	1.15	25.46	25.49	25.92	26.03	25.52	50.2	50.2	49.4	52.2	50.2	46.2	47.4	48	48.4	46.8	0.68	0.84	0.96	1.03	0.97	1.12	0.93	0.86	0.77	0.8	15.83	10.11	21.5	19.15	22.19	15.83	45.03	38.57	49.24	51.76	1.4	1.16	1.08	0.96	1
2000000	0-50-50	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	1.01	1.18	1.31	1.56	1.39	1.09	1.32	1.3	1.83	1.48	25.38	25.41	25.85	25.96	25.43	50.2	50.2	49.4	52.2	50.2	46.8	46.4	48.4	48.8	47.2	0.89	1.04	1.18	1.36	1.23	1.74	1.48	1.41	1.11	1.29	17.53	11.54	20.88	18.77	23.25	17.53	62.61	42.27	54.49	49.27	1.35	1.15	1.09	0.86	1
2000000	0-50-50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	1.17	1.34	1.46	1.83	1.58	1.28	1.53	1.46	2.23	1.71	25.28	25.31	25.78	25.87	25.33	50.2	50.2	49.4	52.2	50.2	46	46.4	47.8	48.2	46.8	1.03	1.18	1.3	1.56	1.41	3.01	2.61	2.57	1.84	2.27	18.98	12.71	20.69	20.6	24.42	18.98	69.9	51.4	68.11	55.76	1.33	1.15	1.13	0.81	1
2000000	0-50-50	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	1.24	1.34	1.49	1.89	1.68	1.34	1.53	1.5	2.4	1.81	25.17	25.19	25.71	25.76	25.22	50.2	50.2	49.4	52.2	50.2	45.2	46.6	48	48.4	45.6	1.09	1.18	1.34	1.61	1.51	5.74	5.2	5.01	3.44	4.3	19.63	12.77	21.06	23.09	25.58	19.63	67.47	49.05	68.5	53.36	1.33	1.21	1.17	0.8	1
2000000	0-50-50	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	1.28	1.34	1.53	2.01	1.78	1.39	1.52	1.54	2.72	1.9	25.06	25.06	25.64	25.66	25.11	50.2	50.2	49.4	52.2	50.2	45.8	45.4	46.6	48.2	44.8	1.14	1.17	1.37	1.7	1.6	11.11	10.41	9.79	6.2	8.19	20.1	12.85	21.76	25.65	26.64	20.1	65.57	47.23	65.58	51.84	1.36	1.27	1.2	0.76	1
2000000	0-50-50	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	nan	1.35	1.35	1.6	2.43	1.95	1.46	1.54	1.6	4.39	2.07	24.95	24.94	25.59	25.6	25	50.2	50.2	49.4	52.2	50.2	44.4	44.6	47.2	47.4	44.2	1.21	1.18	1.43	2.01	1.74	21.16	20.67	18.78	8.65	15.06	20.39	12.97	22.1	27.46	27.38	20.39	64.95	46.17	63.52	50.39	1.41	1.37	1.25	0.57	1
